custid,yearmonthid,kwh
80,201002,560
80,201003,494
80,201004,415
80,201005,478
80,201006,439
80,201007,656
81,200808,977
81,200809,873
81,200810,673
81,200811,881
81,200812,942
81,200901,969
81,200902,874
81,200903,835
81,200904,760
81,200905,773
81,200906,783
81,200907,1059
81,200908,858
81,200909,1066
81,200910,971
81,200911,1092
81,200912,1156
81,201001,1184
81,201002,1106
81,201003,1028
81,201004,985
81,201005,911
81,201006,857
81,201007,1067
82,200808,873
82,200809,774
82,200810,1944
82,200811,804
82,200812,815
82,200901,952
82,200902,912
82,200903,888
82,200904,579
82,200905,691
82,200906,766
82,200907,772
82,200908,838
82,200909,1020
82,200910,812
82,200911,1103
82,200912,861
82,201001,1039
82,201002,914
82,201003,1052
82,201004,1081
82,201005,892
82,201006,872
82,201007,942
83,200808,268
83,200809,251
83,200810,375
83,200811,374
83,200812,342
83,200901,386
83,200902,326
83,200903,281
83,200904,209
83,200905,211
83,200906,178
83,200907,372
83,200908,422
83,200909,303
83,200910,307
83,200911,287
83,200912,300
83,201001,408
83,201002,339
83,201003,305
83,201004,223
83,201005,230
83,201006,149
83,201007,258
84,200808,920
84,200809,983
84,200810,1214
84,200811,1326
84,200812,1507
84,200901,1677
84,200902,1651
84,200903,1496
84,200904,717
84,200905,1120
84,200906,612
84,200907,560
84,200908,522
84,200909,513
84,200910,683
84,200911,710
84,200912,623
84,201001,1348
84,201002,1732
84,201003,1451
84,201004,637
84,201005,560
84,201006,384
84,201007,531
85,200808,1053
85,200809,1262
85,200810,1087
85,200811,1222
85,200812,1462
85,200901,1596
85,200902,1620
85,200903,1450
85,200904,1350
85,200905,1407
85,200906,1390
85,200907,1317
85,200908,1209
85,200909,1291
85,200910,1211
85,200911,1392
85,200912,1378
85,201001,1507
85,201002,1331
85,201003,1459
85,201004,1445
85,201005,1547
85,201006,1378
85,201007,1344
86,200808,1097
86,200809,1271
86,200810,904
86,200811,758
86,200812,798
86,200901,1329
86,200902,856
86,200903,1782
86,200904,821
86,200905,1082
86,200906,1082
86,200907,1317
86,200908,1563
86,200909,1210
86,200910,909
86,200911,864
86,200912,860
86,201001,933
86,201002,817
86,201003,846
86,201004,891
86,201005,224
86,201006,307
86,201007,894
87,200808,215
87,200809,206
87,200810,0
87,200811,616
87,200812,644
87,200901,1287
87,200902,1130
87,200903,963
87,200904,704
87,200905,410
87,200906,317
87,200907,327
87,200908,189
87,200909,266
87,200910,168
87,200911,694
87,200912,976
87,201001,873
87,201002,730
87,201003,717
87,201004,406
87,201005,145
87,201006,357
87,201007,312
88,200808,995
88,200809,1055
88,200810,843
88,200811,740
88,200812,1160
88,200901,1045
88,200902,886
88,200903,841
88,200904,748
88,200905,883
88,200906,931
88,200907,1004
88,200908,1260
88,200909,1066
88,200910,883
88,200911,833
88,200912,922
88,201001,1097
88,201002,845
88,201003,833
88,201004,705
88,201005,1046
88,201006,872
88,201007,1304
89,200808,618
89,200809,786
89,200810,743
89,200811,852
89,200812,805
89,200901,1285
89,200902,1151
89,200903,1812
89,200904,676
89,200905,1108
89,200906,1108
89,200907,1042
89,200908,1032
89,200909,680
89,200910,1017
89,200911,915
89,200912,925
89,201001,1118
89,201002,1178
89,201003,928
89,201004,913
89,201005,1037
89,201006,1085
89,201007,1006
90,200808,864
90,200809,884
90,200810,724
90,200811,731
90,200812,1085
90,200901,1125
90,200902,923
90,200903,687
90,200904,711
90,200905,703
90,200906,746
90,200907,833
90,200908,956
90,200909,671
90,200910,763
90,200911,944
90,200912,1178
90,201001,1291
90,201002,895
90,201003,845
90,201004,705
90,201005,1033
90,201006,778
90,201007,908
91,200808,746
91,200809,859
91,200810,781
91,200811,676
91,200812,763
91,200901,847
91,200902,824
91,200903,748
91,200904,630
91,200905,723
91,200906,780
91,200907,948
91,200908,860
91,200909,951
91,200910,781
91,200911,720
91,200912,704
91,201001,862
91,201002,770
91,201003,686
91,201004,660
91,201005,620
91,201006,715
91,201007,855
92,200808,285
92,200809,379
92,200810,451
92,200811,902
92,200812,780
92,200901,1108
92,200902,1147
92,200903,928
92,200904,1564
92,200905,810
92,200906,839
92,200907,534
92,200908,246
92,200909,321
92,200910,378
92,200911,647
92,200912,502
92,201001,1154
92,201002,933
92,201003,776
92,201004,346
92,201005,322
92,201006,159
92,201007,84
93,200808,613
93,200809,527
93,200810,0
93,200811,1008
93,200812,501
93,200901,799
93,200902,609
93,200903,516
93,200904,485
93,200905,502
93,200906,379
93,200907,500
93,200908,559
93,200909,514
93,200910,541
93,200911,612
93,200912,541
93,201001,953
93,201002,699
93,201003,629
93,201004,625
93,201005,473
93,201006,496
93,201007,626
94,200808,839
94,200809,673
94,200810,587
94,200811,473
94,200812,664
94,200901,688
94,200902,545
94,200903,514
94,200904,504
94,200905,607
94,200906,484
94,200907,697
94,200908,516
94,200909,603
94,200910,581
94,200911,501
94,200912,456
94,201001,734
94,201002,510
94,201003,556
94,201004,615
94,201005,524
94,201006,665
94,201007,749
95,200808,803
95,200809,940
95,200810,691
95,200811,870
95,200812,865
95,200901,1584
95,200902,914
95,200903,1568
95,200904,426
95,200905,429
95,200906,429
95,200907,450
95,200908,445
95,200909,506
95,200910,497
95,200911,360
95,200912,337
95,201001,452
95,201002,404
95,201003,400
95,201004,354
95,201005,281
95,201006,313
95,201007,429
96,200808,894
96,200809,778
96,200810,790
96,200811,843
96,200812,816
96,200901,899
96,200902,857
96,200903,814
96,200904,822
96,200905,897
96,200906,643
96,200907,752
96,200908,653
96,200909,667
96,200910,572
96,200911,917
96,200912,1039
96,201001,1537
96,201002,1201
96,201003,856
96,201004,909
96,201005,692
96,201006,753
96,201007,644
97,200808,545
97,200809,430
97,200810,330
97,200811,458
97,200812,984
97,200901,1331
97,200902,808
97,200903,743
97,200904,562
97,200905,439
97,200906,455
97,200907,408
97,200908,421
97,200909,348
97,200910,485
97,200911,564
97,200912,701
97,201001,1109
97,201002,792
97,201003,780
97,201004,699
97,201005,728
97,201006,422
97,201007,534
98,200808,748
98,200809,876
98,200810,865
98,200811,737
98,200812,922
98,200901,862
98,200902,886
98,200903,778
98,200904,457
98,200905,692
98,200906,669
98,200907,746
98,200908,598
98,200909,858
98,200910,818
98,200911,807
98,200912,795
98,201001,1127
98,201002,988
98,201003,877
98,201004,526
98,201005,802
98,201006,776
98,201007,682
99,200808,380
99,200809,510
99,200810,641
99,200811,662
99,200812,816
99,200901,875
99,200902,795
99,200903,741
99,200904,475
99,200905,593
99,200906,542
99,200907,572
99,200908,383
99,200909,638
99,200910,668
99,200911,786
99,200912,859
99,201001,956
99,201002,775
99,201003,731
99,201004,576
99,201005,766
99,201006,628
99,201007,685
100,200808,0
100,200809,926
100,200810,559
100,200811,628
100,200812,788
100,200901,956
100,200902,766
100,200903,782
100,200904,672
100,200905,522
100,200906,522
100,200907,1462
100,200908,742
100,200909,677
100,200910,649
100,200911,0
100,200912,1294
100,201001,493
100,201002,378
100,201003,369
100,201004,366
100,201005,402
100,201006,0
100,201007,593
101,200808,566
101,200809,469
101,200810,380
101,200811,656
101,200812,590
101,200901,646
101,200902,612
101,200903,486
101,200904,475
101,200905,627
101,200906,673
101,200907,613
101,200908,506
101,200909,584
101,200910,444
101,200911,438
101,200912,565
101,201001,648
101,201002,543
101,201003,519
101,201004,409
101,201005,494
101,201006,399
101,201007,554
102,200808,871
102,200809,1018
102,200810,901
102,200811,865
102,200812,993
102,200901,961
102,200902,838
102,200903,876
102,200904,935
102,200905,928
102,200906,943
102,200907,1053
102,200908,906
102,200909,1102
102,200910,922
102,200911,1108
102,200912,1023
102,201001,1082
102,201002,937
102,201003,939
102,201004,1025
102,201005,1149
102,201006,967
102,201007,1087
103,200808,1155
103,200809,1050
103,200810,923
103,200811,1044
103,200812,1013
103,200901,1344
103,200902,959
103,200903,1852
103,200904,668
103,200905,945
103,200906,945
103,200907,1015
103,200908,979
103,200909,1018
103,200910,997
103,200911,1179
103,200912,997
103,201001,1092
103,201002,946
103,201003,850
103,201004,957
103,201005,955
103,201006,929
103,201007,892
104,200808,851
104,200809,492
104,200810,448
104,200811,553
104,200812,633
104,200901,747
104,200902,696
104,200903,576
104,200904,527
104,200905,493
104,200906,412
104,200907,531
104,200908,473
104,200909,646
104,200910,561
104,200911,634
104,200912,702
104,201001,811
104,201002,766
104,201003,603
104,201004,568
104,201005,515
104,201006,412
104,201007,602
105,200808,389
105,200809,348
105,200810,256
105,200811,273
105,200812,385
105,200901,607
105,200902,586
105,200903,440
105,200904,334
105,200905,319
105,200906,316
105,200907,435
105,200908,405
105,200909,538
105,200910,361
105,200911,345
105,200912,406
105,201001,706
105,201002,507
105,201003,449
105,201004,297
105,201005,316
105,201006,320
105,201007,487
106,200808,1153
106,200809,1276
106,200810,900
106,200811,1073
106,200812,1112
106,200901,1438
106,200902,1258
106,200903,1185
106,200904,1048
106,200905,1184
106,200906,1039
106,200907,1093
106,200908,1020
106,200909,1122
106,200910,931
106,200911,1074
106,200912,1071
106,201001,1454
106,201002,1296
106,201003,1088
106,201004,990
106,201005,1250
106,201006,1002
106,201007,1265
107,200808,1825
107,200809,1975
107,200810,2064
107,200811,2361
107,200812,2286
107,200901,2658
107,200902,2897
107,200903,2640
107,200904,2714
107,200905,2422
107,200906,2179
107,200907,2430
107,200908,2090
107,200909,1844
107,200910,2242
107,200911,2949
107,200912,3096
107,201001,4347
107,201002,3380
107,201003,3154
107,201004,2623
107,201005,2085
107,201006,1466
107,201007,1567
108,200808,348
108,200809,401
108,200810,305
108,200811,255
108,200812,339
108,200901,328
108,200902,293
108,200903,293
108,200904,252
108,200905,244
108,200906,284
108,200907,222
108,200908,283
108,200909,242
108,200910,267
108,200911,275
108,200912,308
108,201001,341
108,201002,215
108,201003,271
108,201004,252
108,201005,246
108,201006,219
108,201007,284
109,200808,977
109,200809,851
109,200810,566
109,200811,521
109,200812,587
109,200901,623
109,200902,605
109,200903,547
109,200904,512
109,200905,608
109,200906,595
109,200907,874
109,200908,961
109,200909,686
109,200910,570
109,200911,653
109,200912,538
109,201001,756
109,201002,556
109,201003,549
109,201004,467
109,201005,620
109,201006,689
109,201007,1000
110,200808,195
110,200809,194
110,200810,156
110,200811,134
110,200812,154
110,200901,234
110,200902,203
110,200903,364
110,200904,160
110,200905,158
110,200906,158
110,200907,206
110,200908,262
110,200909,232
110,200910,278
110,200911,273
110,200912,165
110,201001,227
110,201002,223
110,201003,206
110,201004,168
110,201005,163
110,201006,181
110,201007,173
111,200808,615
111,200809,674
111,200810,636
111,200811,640
111,200812,752
111,200901,775
111,200902,716
111,200903,659
111,200904,595
111,200905,594
111,200906,517
111,200907,609
111,200908,496
111,200909,618
111,200910,711
111,200911,723
111,200912,725
111,201001,799
111,201002,750
111,201003,660
111,201004,661
111,201005,598
111,201006,598
111,201007,603
112,200808,1375
112,200809,1106
112,200810,749
112,200811,681
112,200812,933
112,200901,1165
112,200902,900
112,200903,853
112,200904,685
112,200905,691
112,200906,640
112,200907,1053
112,200908,1335
112,200909,961
112,200910,769
112,200911,673
112,200912,725
112,201001,1124
112,201002,777
112,201003,754
112,201004,590
112,201005,605
112,201006,827
112,201007,1445
113,200808,1079
113,200809,990
113,200810,693
113,200811,630
113,200812,931
113,200901,1213
113,200902,970
113,200903,1760
113,200904,647
113,200905,615
113,200906,615
113,200907,695
113,200908,918
113,200909,904
113,200910,841
113,200911,711
113,200912,919
113,201001,1149
113,201002,1025
113,201003,800
113,201004,841
113,201005,601
113,201006,750
113,201007,820
114,200808,302
114,200809,345
114,200810,268
114,200811,302
114,200812,290
114,200901,437
114,200902,392
114,200903,377
114,200904,394
114,200905,308
114,200906,276
114,200907,282
114,200908,225
114,200909,308
114,200910,279
114,200911,313
114,200912,337
114,201001,433
114,201002,397
114,201003,347
114,201004,314
114,201005,334
114,201006,272
114,201007,314
115,200808,1240
115,200809,1153
115,200810,960
115,200811,969
115,200812,1083
115,200901,1192
115,200902,1047
115,200903,989
115,200904,897
115,200905,921
115,200906,1067
115,200907,1067
115,200908,1353
115,200909,1161
115,200910,1252
115,200911,1289
115,200912,1282
115,201001,1574
115,201002,1253
115,201003,1262
115,201004,1059
115,201005,1184
115,201006,852
115,201007,1484
116,200808,669
116,200809,682
116,200810,548
116,200811,596
116,200812,534
116,200901,634
116,200902,642
116,200903,584
116,200904,591
116,200905,641
116,200906,578
116,200907,670
116,200908,641
116,200909,595
116,200910,691
116,200911,670
116,200912,658
116,201001,862
116,201002,668
116,201003,638
116,201004,525
116,201005,580
116,201006,566
116,201007,624
117,200808,1676
117,200809,1240
117,200810,1013
117,200811,1111
117,200812,1357
117,200901,1745
117,200902,1097
117,200903,966
117,200904,746
117,200905,798
117,200906,757
117,200907,782
117,200908,1333
117,200909,1044
117,200910,864
117,200911,1011
117,200912,1082
117,201001,1310
117,201002,1271
117,201003,819
117,201004,812
117,201005,862
117,201006,691
117,201007,1233
118,200808,1145
118,200809,1176
118,200810,908
118,200811,897
118,200812,882
118,200901,1213
118,200902,808
118,200903,1789
118,200904,788
118,200905,932
118,200906,932
118,200907,1019
118,200908,1072
118,200909,1074
118,200910,1079
118,200911,740
118,200912,819
118,201001,1125
118,201002,841
118,201003,808
118,201004,852
118,201005,784
118,201006,830
118,201007,771
119,200808,972
119,200809,1108
119,200810,746
119,200811,725
119,200812,945
119,200901,2139
119,200902,2035
119,200903,3049
119,200904,986
119,200905,807
119,200906,807
119,200907,850
119,200908,931
119,200909,1129
119,200910,658
119,200911,1019
119,200912,1041
119,201001,1855
119,201002,1700
119,201003,1486
119,201004,1181
119,201005,1081
119,201006,727
119,201007,803
120,200808,0
120,200809,1046
120,200810,1096
120,200811,1373
120,200812,2079
120,200901,2427
120,200902,1967
120,200903,1737
120,200904,1272
120,200905,1073
120,200906,1073
120,200907,2069
120,200908,0
120,200909,1942
120,200910,1357
120,200911,1384
120,200912,2301
120,201001,0
120,201002,4854
120,201003,1768
120,201004,1465
120,201005,0
120,201006,1293
120,201007,1237
121,200808,993
121,200809,1134
121,200810,807
121,200811,569
121,200812,916
121,200901,1214
121,200902,887
121,200903,891
121,200904,688
121,200905,620
121,200906,615
121,200907,653
121,200908,837
121,200909,922
121,200910,767
121,200911,710
121,200912,884
121,201001,1129
121,201002,891
121,201003,818
121,201004,601
121,201005,647
121,201006,601
121,201007,977
122,200808,797
122,200809,973
122,200810,959
122,200811,904
122,200812,1421
122,200901,1582
122,200902,1577
122,200903,1616
122,200904,1298
122,200905,978
122,200906,997
122,200907,772
122,200908,610
122,200909,647
122,200910,519
122,200911,1153
122,200912,1032
122,201001,1469
122,201002,2106
122,201003,1781
122,201004,1431
122,201005,998
122,201006,1033
122,201007,926
123,200808,583
123,200809,752
123,200810,658
123,200811,812
123,200812,772
123,200901,1210
123,200902,1555
123,200903,886
123,200904,701
123,200905,677
123,200906,677
123,200907,704
123,200908,664
123,200909,686
123,200910,724
123,200911,906
123,200912,906
123,201001,1059
123,201002,955
123,201003,800
123,201004,893
123,201005,668
123,201006,662
123,201007,638
124,200808,572
124,200809,0
124,200810,482
124,200811,0
124,200812,520
124,200901,661
124,200902,681
124,200903,622
124,200904,503
124,200905,531
124,200906,531
124,200907,1109
124,200908,0
124,200909,552
124,200910,1184
124,200911,0
124,200912,637
124,201001,767
124,201002,801
124,201003,595
124,201004,1041
124,201005,0
124,201006,578
124,201007,588
125,200808,1245
125,200809,1317
125,200810,749
125,200811,771
125,200812,989
125,200901,1205
125,200902,772
125,200903,884
125,200904,618
125,200905,679
125,200906,618
125,200907,563
125,200908,449
125,200909,421
125,200910,476
125,200911,383
125,200912,454
125,201001,588
125,201002,548
125,201003,543
125,201004,452
125,201005,441
125,201006,450
125,201007,355
126,200808,590
126,200809,899
126,200810,873
126,200811,784
126,200812,855
126,200901,1193
126,200902,1032
126,200903,733
126,200904,655
126,200905,716
126,200906,657
126,200907,530
126,200908,543
126,200909,522
126,200910,751
126,200911,663
126,200912,747
126,201001,1338
126,201002,1153
126,201003,1084
126,201004,647
126,201005,807
126,201006,807
126,201007,749
127,200808,1088
127,200809,1030
127,200810,943
127,200811,1133
127,200812,1213
127,200901,1446
127,200902,1195
127,200903,1099
127,200904,885
127,200905,1033
127,200906,930
127,200907,1058
127,200908,871
127,200909,873
127,200910,981
127,200911,1065
127,200912,1155
127,201001,1522
127,201002,1155
127,201003,1008
127,201004,974
127,201005,899
127,201006,784
127,201007,1161
128,200808,419
128,200809,405
128,200810,436
128,200811,350
128,200812,366
128,200901,380
128,200902,357
128,200903,334
128,200904,322
128,200905,369
128,200906,354
128,200907,444
128,200908,499
128,200909,431
128,200910,424
128,200911,384
128,200912,373
128,201001,395
128,201002,358
128,201003,329
128,201004,329
128,201005,366
128,201006,335
128,201007,503
129,200808,441
129,200809,457
129,200810,464
129,200811,620
129,200812,810
129,200901,1215
129,200902,821
129,200903,761
129,200904,517
129,200905,533
129,200906,471
129,200907,550
129,200908,442
129,200909,560
129,200910,605
129,200911,590
129,200912,752
129,201001,1067
129,201002,748
129,201003,662
129,201004,574
129,201005,589
129,201006,447
129,201007,554
130,200808,1273
130,200809,1181
130,200810,1108
130,200811,1094
130,200812,1451
130,200901,1851
130,200902,1396
130,200903,1295
130,200904,1172
130,200905,946
130,200906,1114
130,200907,1239
130,200908,981
130,200909,879
130,200910,1110
130,200911,1271
130,200912,1417
130,201001,1973
130,201002,1572
130,201003,1334
130,201004,1054
130,201005,1111
130,201006,1225
130,201007,1074
131,200808,197
131,200809,174
131,200810,163
131,200811,286
131,200812,282
131,200901,369
131,200902,382
131,200903,647
