custid,yearmonthid,kwh
858,200908,937
858,200909,892
858,200910,807
858,200911,740
858,200912,713
858,201001,1036
858,201002,981
858,201003,724
858,201004,585
858,201005,623
858,201006,661
858,201007,819
859,200808,867
859,200809,768
859,200810,730
859,200811,959
859,200812,2319
859,200901,3062
859,200902,2744
859,200903,3313
859,200904,2289
859,200905,1385
859,200906,1537
859,200907,978
859,200908,748
859,200909,958
859,200910,852
859,200911,1237
859,200912,1705
859,201001,3026
859,201002,3368
859,201003,2411
859,201004,1586
859,201005,1341
859,201006,991
859,201007,833
860,200808,1220
860,200809,1230
860,200810,1079
860,200811,990
860,200812,1281
860,200901,1292
860,200902,1224
860,200903,1178
860,200904,1048
860,200905,1067
860,200906,1027
860,200907,1115
860,200908,1213
860,200909,1299
860,200910,1056
860,200911,1097
860,200912,1129
860,201001,1343
860,201002,1130
860,201003,1122
860,201004,1031
860,201005,1079
860,201006,1015
860,201007,1434
861,200808,742
861,200809,842
861,200810,702
861,200811,709
861,200812,678
861,200901,929
861,200902,719
861,200903,1204
861,200904,592
861,200905,566
861,200906,566
861,200907,658
861,200908,822
861,200909,853
861,200910,919
861,200911,686
861,200912,612
861,201001,690
861,201002,1030
861,201003,819
861,201004,1168
861,201005,1281
861,201006,1139
861,201007,900
862,200808,537
862,200809,539
862,200810,557
862,200811,694
862,200812,1938
862,200901,3487
862,200902,3386
862,200903,2658
862,200904,2328
862,200905,1920
862,200906,1259
862,200907,754
862,200908,698
862,200909,809
862,200910,696
862,200911,1166
862,200912,815
862,201001,1141
862,201002,1134
862,201003,917
862,201004,757
862,201005,599
862,201006,457
862,201007,488
863,200808,954
863,200809,1040
863,200810,739
863,200811,874
863,200812,990
863,200901,1046
863,200902,1011
863,200903,1030
863,200904,856
863,200905,898
863,200906,859
863,200907,882
863,200908,965
863,200909,809
863,200910,804
863,200911,962
863,200912,905
863,201001,1144
863,201002,949
863,201003,949
863,201004,788
863,201005,938
863,201006,719
863,201007,874
864,200808,223
864,200809,215
864,200810,230
864,200811,333
864,200812,325
864,200901,446
864,200902,473
864,200903,908
864,200904,334
864,200905,325
864,200906,325
864,200907,279
864,200908,241
864,200909,228
864,200910,215
864,200911,306
864,200912,359
864,201001,629
864,201002,827
864,201003,708
864,201004,622
864,201005,473
864,201006,383
864,201007,145
865,200808,739
865,200809,1083
865,200810,578
865,200811,594
865,200812,651
865,200901,1212
865,200902,1746
865,200903,1428
865,200904,835
865,200905,706
865,200906,706
865,200907,594
865,200908,570
865,200909,777
865,200910,598
865,200911,527
865,200912,624
865,201001,728
865,201002,825
865,201003,835
865,201004,841
865,201005,592
865,201006,692
865,201007,934
866,200808,2028
866,200809,1956
866,200810,1532
866,200811,1570
866,200812,2219
866,200901,2824
866,200902,2754
866,200903,2523
866,200904,1600
866,200905,1380
866,200906,1466
866,200907,2103
866,200908,2119
866,200909,2164
866,200910,1509
866,200911,1859
866,200912,2098
866,201001,2887
866,201002,2386
866,201003,1656
866,201004,1616
866,201005,1503
866,201006,1869
866,201007,2844
867,200808,802
867,200809,709
867,200810,975
867,200811,1284
867,200812,1606
867,200901,1388
867,200902,788
867,200903,746
867,200904,797
867,200905,738
867,200906,403
867,200907,871
867,200908,716
867,200909,816
867,200910,861
867,200911,785
867,200912,726
867,201001,877
867,201002,780
867,201003,692
867,201004,818
867,201005,653
867,201006,737
867,201007,890
868,200808,629
868,200809,584
868,200810,442
868,200811,548
868,200812,771
868,200901,0
868,200902,657
868,200903,563
868,200904,513
868,200905,474
868,200906,474
868,200907,495
868,200908,1127
868,200909,528
868,200910,568
868,200911,549
868,200912,719
868,201001,755
868,201002,632
868,201003,658
868,201004,578
868,201005,0
868,201006,595
868,201007,533
869,200808,643
869,200809,558
869,200810,499
869,200811,484
869,200812,575
869,200901,585
869,200902,612
869,200903,650
869,200904,582
869,200905,614
869,200906,632
869,200907,563
869,200908,587
869,200909,601
869,200910,486
869,200911,497
869,200912,566
869,201001,513
869,201002,522
869,201003,599
869,201004,544
869,201005,560
869,201006,520
869,201007,792
870,200808,787
870,200809,1110
870,200810,714
870,200811,917
870,200812,952
870,200901,1561
870,200902,1114
870,200903,2051
870,200904,990
870,200905,998
870,200906,998
870,200907,983
870,200908,902
870,200909,897
870,200910,897
870,200911,978
870,200912,1073
870,201001,1521
870,201002,1299
870,201003,1115
870,201004,981
870,201005,1030
870,201006,972
870,201007,830
871,200808,1130
871,200809,1087
871,200810,1228
871,200811,1971
871,200812,2291
871,200901,2434
871,200902,2426
871,200903,2179
871,200904,1381
871,200905,1292
871,200906,1119
871,200907,1109
871,200908,943
871,200909,1018
871,200910,957
871,200911,1184
871,200912,1281
871,201001,1905
871,201002,1330
871,201003,1268
871,201004,1241
871,201005,1240
871,201006,1033
871,201007,1284
872,200808,1027
872,200809,932
872,200810,833
872,200811,1102
872,200812,1219
872,200901,1647
872,200902,1358
872,200903,1231
872,200904,1010
872,200905,987
872,200906,950
872,200907,1200
872,200908,1046
872,200909,1066
872,200910,891
872,200911,899
872,200912,1050
872,201001,1271
872,201002,1247
872,201003,964
872,201004,818
872,201005,734
872,201006,694
872,201007,1187
873,200808,293
873,200809,291
873,200810,275
873,200811,256
873,200812,303
873,200901,314
873,200902,340
873,200903,315
873,200904,257
873,200905,263
873,200906,256
873,200907,334
873,200908,281
873,200909,350
873,200910,276
873,200911,265
873,200912,287
873,201001,322
873,201002,342
873,201003,345
873,201004,299
873,201005,313
873,201006,300
873,201007,350
874,200808,455
874,200809,524
874,200810,356
874,200811,375
874,200812,439
874,200901,918
874,200902,482
874,200903,452
874,200904,335
874,200905,355
874,200906,366
874,200907,715
874,200908,657
874,200909,828
874,200910,637
874,200911,491
874,200912,556
874,201001,604
874,201002,513
874,201003,531
874,201004,496
874,201005,475
874,201006,634
874,201007,692
875,200808,79
875,200809,95
875,200810,89
875,200811,106
875,200812,156
875,200901,177
875,200902,142
875,200903,130
875,200904,100
875,200905,92
875,200906,79
875,200907,72
875,200908,79
875,200909,80
875,200910,87
875,200911,113
875,200912,126
875,201001,163
875,201002,135
875,201003,122
875,201004,91
875,201005,95
875,201006,72
875,201007,82
876,200808,368
876,200809,470
876,200810,429
876,200811,610
876,200812,162
876,200901,87
876,200902,53
876,200903,51
876,200904,52
876,200905,49
876,200906,361
876,200907,508
876,200908,524
876,200909,468
876,200910,443
876,200911,596
876,200912,115
876,201001,119
876,201002,94
876,201003,75
876,201004,55
876,201005,133
876,201006,397
876,201007,457
877,200808,1050
877,200809,1000
877,200810,811
877,200811,1174
877,200812,1919
877,200901,2623
877,200902,3016
877,200903,1722
877,200904,1233
877,200905,1113
877,200906,814
877,200907,846
877,200908,926
877,200909,1657
877,200910,971
877,200911,1593
877,200912,1764
877,201001,2585
877,201002,2366
877,201003,2440
877,201004,1628
877,201005,1659
877,201006,937
877,201007,1471
878,200808,844
878,200809,1000
878,200810,941
878,200811,1210
878,200812,1351
878,200901,2766
878,200902,2857
878,200903,2127
878,200904,1191
878,200905,797
878,200906,893
878,200907,984
878,200908,877
878,200909,829
878,200910,1074
878,200911,1106
878,200912,1078
878,201001,1847
878,201002,1551
878,201003,866
878,201004,953
878,201005,746
878,201006,780
878,201007,882
879,200808,548
879,200809,633
879,200810,499
879,200811,630
879,200812,769
879,200901,809
879,200902,732
879,200903,730
879,200904,599
879,200905,630
879,200906,565
879,200907,607
879,200908,626
879,200909,563
879,200910,527
879,200911,643
879,200912,712
879,201001,810
879,201002,781
879,201003,749
879,201004,658
879,201005,624
879,201006,534
879,201007,678
880,200808,1118
880,200809,1062
880,200810,1036
880,200811,1311
880,200812,1255
880,200901,1644
880,200902,1143
880,200903,2164
880,200904,1013
880,200905,1111
880,200906,1111
880,200907,607
880,200908,837
880,200909,711
880,200910,673
880,200911,892
880,200912,1053
880,201001,1230
880,201002,1074
880,201003,966
880,201004,1051
880,201005,928
880,201006,861
880,201007,921
881,200808,552
881,200809,473
881,200810,245
881,200811,260
881,200812,249
881,200901,263
881,200902,239
881,200903,221
881,200904,194
881,200905,243
881,200906,224
881,200907,517
881,200908,477
881,200909,550
881,200910,307
881,200911,256
881,200912,248
881,201001,230
881,201002,229
881,201003,191
881,201004,178
881,201005,186
881,201006,209
881,201007,611
882,200808,491
882,200809,541
882,200810,560
882,200811,700
882,200812,830
882,200901,1010
882,200902,946
882,200903,1039
882,200904,805
882,200905,621
882,200906,558
882,200907,742
882,200908,500
882,200909,565
882,200910,525
882,200911,721
882,200912,853
882,201001,1095
882,201002,915
882,201003,964
882,201004,811
882,201005,747
882,201006,705
882,201007,844
883,200808,424
883,200809,405
883,200810,338
883,200811,400
883,200812,469
883,200901,644
883,200902,1165
883,200903,826
883,200904,604
883,200905,484
883,200906,351
883,200907,361
883,200908,345
883,200909,409
883,200910,376
883,200911,462
883,200912,607
883,201001,673
883,201002,606
883,201003,555
883,201004,457
883,201005,425
883,201006,371
883,201007,446
884,200808,1013
884,200809,1004
884,200810,1001
884,200811,3296
884,200812,4592
884,200901,6514
884,200902,5629
884,200903,10141
884,200904,2757
884,200905,1326
884,200906,1326
884,200907,600
884,200908,429
884,200909,792
884,200910,902
884,200911,1104
884,200912,1223
884,201001,3389
884,201002,2427
884,201003,2089
884,201004,1384
884,201005,1799
884,201006,1401
884,201007,842
885,200808,714
885,200809,853
885,200810,641
885,200811,622
885,200812,530
885,200901,760
885,200902,673
885,200903,1204
885,200904,425
885,200905,450
885,200906,450
885,200907,480
885,200908,453
885,200909,429
885,200910,441
885,200911,469
885,200912,516
885,201001,832
885,201002,787
885,201003,708
885,201004,644
885,201005,615
885,201006,638
885,201007,571
886,200808,687
886,200809,758
886,200810,654
886,200811,736
886,200812,1009
886,200901,1152
886,200902,936
886,200903,780
886,200904,762
886,200905,1160
886,200906,1060
886,200907,66
886,200908,804
886,200909,776
886,200910,893
886,200911,904
886,200912,1164
886,201001,1310
886,201002,1034
886,201003,856
886,201004,822
886,201005,1039
886,201006,942
886,201007,93
887,200808,749
887,200809,0
887,200810,554
887,200811,0
887,200812,589
887,200901,949
887,200902,741
887,200903,664
887,200904,513
887,200905,676
887,200906,621
887,200907,0
887,200908,544
887,200909,473
887,200910,1021
887,200911,0
887,200912,635
887,201001,862
887,201002,743
887,201003,605
887,201004,1138
887,201005,0
887,201006,511
887,201007,757
888,200808,1120
888,200809,1236
888,200810,1120
888,200811,1126
888,200812,1138
888,200901,1163
888,200902,1132
888,200903,1177
888,200904,1010
888,200905,1076
888,200906,1127
888,200907,1071
888,200908,1183
888,200909,984
888,200910,1021
888,200911,1114
888,200912,1193
888,201001,1346
888,201002,1065
888,201003,1286
888,201004,1093
888,201005,1375
888,201006,1227
888,201007,1353
889,200808,882
889,200809,1041
889,200810,826
889,200811,596
889,200812,707
889,200901,569
889,200902,334
889,200903,713
889,200904,584
889,200905,816
889,200906,816
889,200907,948
889,200908,887
889,200909,944
889,200910,922
889,200911,679
889,200912,750
889,201001,492
889,201002,416
889,201003,353
889,201004,560
889,201005,477
889,201006,658
889,201007,861
890,200808,755
890,200809,751
890,200810,574
890,200811,789
890,200812,932
890,200901,1544
890,200902,1137
890,200903,952
890,200904,961
890,200905,864
890,200906,746
890,200907,922
890,200908,667
890,200909,868
890,200910,662
890,200911,827
890,200912,928
890,201001,1315
890,201002,899
890,201003,780
890,201004,905
890,201005,770
890,201006,681
890,201007,915
891,200808,338
891,200809,437
891,200810,362
891,200811,527
891,200812,723
891,200901,836
891,200902,929
891,200903,881
891,200904,485
891,200905,626
891,200906,340
891,200907,305
891,200908,407
891,200909,307
891,200910,447
891,200911,728
891,200912,1116
891,201001,1515
891,201002,816
891,201003,749
891,201004,621
891,201005,576
891,201006,337
891,201007,372
892,200808,610
892,200809,847
892,200810,662
892,200811,682
892,200812,992
892,200901,1010
892,200902,876
892,200903,770
892,200904,577
892,200905,682
892,200906,621
892,200907,646
892,200908,673
892,200909,609
892,200910,599
892,200911,849
892,200912,917
892,201001,874
892,201002,697
892,201003,657
892,201004,494
892,201005,563
892,201006,488
892,201007,727
893,200808,608
893,200809,648
893,200810,430
893,200811,476
893,200812,472
893,200901,1477
893,200902,2112
893,200903,1497
893,200904,464
893,200905,439
893,200906,439
893,200907,528
893,200908,482
893,200909,453
893,200910,399
893,200911,728
893,200912,471
893,201001,926
893,201002,1049
893,201003,541
893,201004,434
893,201005,419
893,201006,360
893,201007,341
894,200808,249
894,200809,256
894,200810,305
894,200811,388
894,200812,433
894,200901,325
894,200902,246
894,200903,204
894,200904,205
894,200905,258
894,200906,279
894,200907,241
894,200908,273
894,200909,200
894,200910,212
894,200911,235
894,200912,287
894,201001,355
894,201002,298
894,201003,294
894,201004,216
894,201005,225
894,201006,211
894,201007,313
895,200808,2635
895,200809,3050
895,200810,1909
895,200811,1342
895,200812,1526
895,200901,2038
895,200902,1521
895,200903,3167
895,200904,1410
895,200905,1381
895,200906,1381
895,200907,2444
895,200908,2693
895,200909,2468
895,200910,1980
895,200911,1244
895,200912,1269
895,201001,1598
895,201002,1576
895,201003,1497
895,201004,1317
895,201005,1260
895,201006,1819
895,201007,2436
896,200808,1213
896,200809,1268
896,200810,1156
896,200811,1333
896,200812,1793
896,200901,1985
896,200902,2115
896,200903,1995
896,200904,1841
896,200905,1426
896,200906,1638
896,200907,1225
896,200908,1472
896,200909,1720
896,200910,1474
896,200911,1501
896,200912,1503
896,201001,2285
896,201002,1967
896,201003,1909
896,201004,1595
896,201005,1429
896,201006,1154
896,201007,951
897,200808,992
897,200809,1143
897,200810,1107
897,200811,1146
897,200812,1284
897,200901,1536
897,200902,1286
897,200903,1093
897,200904,1195
897,200905,1497
897,200906,1321
897,200907,1340
897,200908,1196
897,200909,1197
897,200910,1043
897,200911,1410
897,200912,1325
897,201001,1461
897,201002,1404
897,201003,1456
897,201004,1225
897,201005,1277
897,201006,1256
897,201007,1464
898,200808,345
898,200809,366
898,200810,235
898,200811,262
898,200812,296
898,200901,386
898,200902,339
898,200903,328
898,200904,270
898,200905,238
898,200906,287
898,200907,440
898,200908,380
898,200909,419
898,200910,374
898,200911,322
898,200912,331
898,201001,273
898,201002,350
898,201003,262
898,201004,261
898,201005,221
898,201006,327
898,201007,456
899,200808,881
899,200809,761
899,200810,600
899,200811,575
899,200812,786
899,200901,1350
899,200902,1186
899,200903,1115
899,200904,824
899,200905,776
899,200906,590
899,200907,937
899,200908,1080
899,200909,962
899,200910,642
899,200911,736
899,200912,1121
899,201001,1285
899,201002,1207
899,201003,1069
899,201004,925
899,201005,895
899,201006,835
899,201007,235
900,200808,889
900,200809,870
900,200810,703
900,200811,850
900,200812,722
900,200901,874
900,200902,751
900,200903,566
900,200904,614
900,200905,578
900,200906,575
900,200907,745
900,200908,706
900,200909,612
900,200910,600
900,200911,740
900,200912,629
900,201001,857
900,201002,659
900,201003,684
900,201004,591
900,201005,534
900,201006,558
900,201007,607
901,200808,898
901,200809,1178
901,200810,1060
901,200811,1024
901,200812,1253
901,200901,1581
901,200902,1346
901,200903,1339
901,200904,901
901,200905,1161
901,200906,1025
901,200907,1116
901,200908,1071
